Character,Sentence
Dumbledore,It's true. You possess many of the qualities that Voldemort himself prizes.
Dumbledore,"Determination, resourcefulness and if I may say so, a certain disregard for the rules."
Dumbledore,"Why, then, did the Sorting Hat place you in Gryffindor?"
Harry,Because I asked it to.
Dumbledore,"Exactly, Harry. Exactly."
Dumbledore,Which makes you different from Voldemort.
Dumbledore,It is not our abilities that show what we truly are.
Dumbledore,It is our choices.
Dumbledore,If you want proof why you belong in Gryffindor then I suggest you look more closely at this.
Dumbledore,Be careful.
Harry,Godric Gryffindor.
Dumbledore,It would take a true Gryffindor to pull that out of the hat.
Harry,Dobby.
Harry,So this is your master.
Harry,The family you serve is the Malfoys.
Lucius malfoy,I'll deal with you later.
Lucius malfoy,"Out of my way, Potter."
Lucius malfoy,So it's true. You have returned.
Dumbledore,"When the governors learned that Arthur Weasley's daughter was taken into the Chamber, they saw fit to summon me back."
Lucius malfoy,Ridiculous.
Dumbledore,"Curiously, Lucius, several of them were under the impression that you would curse their family if they did not agree to suspend me in the first place."
Lucius malfoy,How dare you!
Dumbledore,Beg your pardon?
Lucius malfoy,"My sole concern has always been and will always be the welfare of this school and, of course, its students."
Lucius malfoy,"The culprit has been identified, I presume?"
Dumbledore,Yes.
Lucius malfoy,And?
Lucius malfoy,Who was it?
Dumbledore,Voldemort.
Dumbledore,Only this time he chose to act through somebody else by means of this.
Lucius malfoy,I see.
Dumbledore,"Fortunately, our young Mr. Potter discovered it."
Dumbledore,One hopes that no more of Lord Voldemort's old school-things should find their way into innocent hands.
Dumbledore,The consequences for the one responsible would be severe.
Lucius malfoy,"Well, let us hope that Mr. Potter will always be around to save the day."
Harry,Don't worry. I will be.
Lucius malfoy,Dumbledore.
Lucius malfoy,"Come, Dobby. We're leaving."
Harry,Sir? I wonder if I could have that?
Harry,Mr. Malfoy.
Harry,Mr. Malfoy!
Harry,I have something of yours.
Lucius malfoy,Mine? I don't know what you're talking about.
Harry,"I think you do, sir."
Harry,I think you slipped the diary into Ginny Weasley's cauldron that day at Diagon Alley.
Lucius malfoy,"You do, do you?"
Lucius malfoy,Why don't you prove it?
Lucius malfoy,"Come, Dobby."
Harry,Open it.
Lucius malfoy,Dobby.
Dobby,Master has given Dobby a sock.
Lucius malfoy,What? I didn't give...
Dobby,Master has presented Dobby with clothes.
Dobby,Dobby is free.
Lucius malfoy,You lost me my servant!
Dobby,You shall not harm Harry Potter.
Lucius malfoy,Your parents were meddlesome fools too.
Lucius malfoy,"Mark my words, Potter."
Lucius malfoy,One day soon you are going to meet the same sticky end.
Dobby,Harry Potter freed Dobby.
Dobby,How can Dobby ever repay him?
Harry,Just promise me something.
Dobby,"Anything, sir."
Harry,Never try to save my life again.
Student,"Welcome back, Sir Nicholas."
Sir nicholas,Thank you.
Student,"Good evening, Sir Nicholas."
Sir nicholas,Good evening.
Student,"Good to see you, Sir Nicholas."
Sir nicholas,Thank you.
Sir nicholas,Hello.
Sir nicholas,Hermione! Welcome back.
Hermione,"Thanks, Sir Nicholas."
Neville,Harry. It's Hermione.
Ron,"Welcome back, Hermione."
Hermione,It's good to be back.
Hermione,Congratulations.
Hermione,I can't believe you solved it.
Harry,We had loads of help from you.
Harry,We couldn't have done it without you.
Hermione,Thanks.
Mcgonagall,"Could I have your attention, please?"
Dumbledore,"Before we begin the feast let us have a round of applause for Professor Sprout, Madam Pomfrey whose Mandrake juice has been so successfully administered to all who had been Petrified."
Dumbledore,"Also, in light of the recent events as a school treat all exams have been canceled."
Hermione,"Oh, no."
Hagrid,Sorry I'm late.
Hagrid,The owl that delivered my release papers got all lost and confused.
Hagrid,Some ruddy bird called Errol.
Hagrid,"And I'd just like to say that if it hadn't been for you, Harry and Ron and Hermione, of course I would still be you-know-where so I'd just like to say thanks."
Harry,"There's no Hogwarts without you, Hagrid."
Harry,Lumos Maxima...
Harry,Lumos Maxima...
Harry,Lumos Maxima...
Harry,Lumos... MAXIMA!
Aunt petunia,Harry! Harry!
Aunt petunia,Harry!! Open the door.
Aunt petunia,Marge! How lovely to see…
Harry,Uncle Vernon. I need you to sign this form.
Uncle vernon,What is it?
Harry,Nothing. School stuff
Uncle vernon,Later perhaps. If you behave.
Harry,I will if she does.
Aunt marge,"You still here, are you?"
Harry,Yes.
Aunt marge,Don't say 'yes' in that ungrateful way.
Aunt marge,Damn good of my brother to keep you.
Aunt marge,He'd have been straight to an orphanage if he'd been dumped on my doorstep.
Aunt marge,Is that my Dudders?
Aunt marge,Is that my little neffy-pooh?
Aunt marge,"Give us a kiss. Come on. Up, up."
Uncle vernon,Take Marge's suitcase upstairs.
Harry,Okay.
Aunt marge,Finish that off for Mommy.
Aunt marge,"Good boy, Rippy-pooh."
Uncle vernon,"Can I tempt you, Marge?"
Aunt marge,Just a small one.
Aunt marge,"Excellent nosh, Petunia."
Aunt marge,A bit more.
Aunt marge,"Usually just a fry-up for me, what with 12 dogs."
Aunt marge,Just a bit more. That's a boy.
Aunt marge,You wanna try a little drop of brandy?
Aunt marge,A little drop of brandy-brandy windy-wandy for Rippy-pippy-pooh?
Aunt marge,What are you smirking at?
Aunt marge,"Where did you send the boy, Vernon?"
Uncle vernon,St. Brutus'. It's a fine institution for hopeless cases.
Aunt marge,"Do they use a cane at St. Brutus', boy?"
Harry,"Oh, yeah."
Harry,Yeah. I've been beaten loads of times.
Aunt marge,Excellent. I won't have this namby-pamby...wishy-washy nonsense about not beating people who deserve it.
Aunt marge,You mustn't blame yourself about how this one turned out.
Aunt marge,It's all to do with blood.
Aunt marge,Bad blood will out.
Aunt marge,"What is it the boy's father did, Petunia?"
Aunt petunia,Nothing. He didn't work.
Aunt petunia,He was unemployed.
Aunt marge,"And a drunk too, no doubt?"
Harry,That's a lie.
Aunt marge,What did you say?
Harry,My dad wasn't a drunk.
Aunt marge,"Don't worry. Don't fuss, Petunia."
Aunt marge,I have a very firm grip.
Uncle vernon,I think it's time you went to bed.
Aunt marge,"Quiet, Vernon. You, clean it up."
Aunt marge,"Actually, it's nothing to do with the father."
Aunt marge,It's all to do with the mother.
Aunt marge,You see it all the time with dogs.
Aunt marge,"If something's wrong with the bitch, then something's wrong with the pup."
Harry,Shut up! Shut up!
Aunt marge,Right.
Aunt marge,Let me tell you...
Aunt marge,"Vernon! Vernon! Vernon, do something!"
Uncle vernon,Stop!
Uncle vernon,"I've got you, Marge. I've got you."
Uncle vernon,"Hold on, hold on."
Uncle vernon,Get off.
Aunt marge,Don't you dare!
Uncle vernon,Sorry.
Aunt petunia,"Oh, Vernon."
Uncle vernon,"Oh, God. Marge!"
Uncle vernon,Please! Marge! Come back!
Uncle vernon,You bring her back!
Uncle vernon,You bring her back now.
Uncle vernon,You put her right!
Harry,No. She deserved what she got.
Harry,Keep away from me.
Uncle vernon,You can't do magic outside school.
Harry,Yeah? Try me.
Uncle vernon,They won't let you back now.
Uncle vernon,You've nowhere to go.
Harry,I don't care.
Harry,Anywhere is better than here.
Stan shunpike,Welcome to the Knight Bus...emergency transport for the stranded witch or wizard.
stan shunpike,"	My name is Stan Shunpike, and I will be your conductor for this evening."
Stan shunpike,What you doing down there?
Harry,I fell over.
Stan shunpike,What you fall over for?
Harry,I didn't do it on purpose.
Stan shunpike,"Well, come on, then."
Stan shunpike,Let's not wait for the grass to grow.
Stan shunpike,What you looking at?
Harry,Nothing.
Stan shunpike,"Well, come on, then. In."
Stan shunpike,"No, no, no. I'll get this."
Stan shunpike,You get in.
Stan shunpike,"Come on. Come on. Move on, move on."
Stan shunpike,"Take her away, Ern."
Shrunken head,"Yeah, take it away, Ernie."
Shrunken head,It's going to be a bumpy ride.
Stan shunpike,What did you say your name was?
Harry,I didn't.
Stan shunpike,Where abouts are you headed?
Harry,he Leaky Cauldron. That's in London.
Stan shunpike,"You hear that? ""The Leaky Cauldron. That's in London."""
Shrunken head,The Leaky Cauldron.
Shrunken head,If you have pea soup make sure you eat it before it eats you.
Harry,But the Muggles. Can't they see us?
Stan shunpike,"Muggles? They don't see nothing, do they?"
Stan shunpike,"No, but if you jab them with a fork, they feel."
Shrunken head,"Ernie, little old lady at 12 o'clock!"
Shrunken head,"Ten, nine, eight...seven, six, five...four, three, three and a half...two, one and three quarters."
Shrunken head,Yes!
Harry,Who is that? That man.
Stan shunpike,Who is that? Who is...?
Stan shunpike,"That is Sirius Black, that is."
Stan shunpike,Don't tell me you've never been hearing of Sirius Black.
Stan shunpike,He's a murderer.
Stan shunpike,Got himself locked up in Azkaban for it.
Harry,How did he escape?
Stan shunpike,"Well, that's the question, isn't it?"
Stan shunpike,He's the first one that done it.
Stan shunpike,He was a big supporter of You-Know-Who.
Stan shunpike,I reckon you've heard of him.
Harry,Yeah. Him I've heard of.
Shrunken head,"Ernie, two double-deckers at 12 o'clock."
Shrunken head,"They're getting closer, Ernie."
Shrunken head,"Ernie, they're right on top of us!"
Shrunken head,Mind your head.
Shrunken head,"Hey, guys? Guys?"
Shrunken head,Why the long faces?
Shrunken head,"Yeah, yeah. Nearly there. Nearly there."
Stan shunpike,The Leaky Cauldron.
Shrunken head,"Next stop, Knockturn Alley."
Tom,"Mr. Potter, at last."
Stan shunpike,"Take it away, Ern."
Shrunken head,"Yeah, take it away, Ernie!"
Tom,Room 11.
Harry,Hedwig.
Tom,"Right smart bird you got there, Mr. Potter."
Tom,He arrived here just five minutes before yourself.
Fudge,"As Minister for Magic, it is my duty to inform you, Mr. Potter earlier this evening your uncle's sister was located a little south of Sheffield, circling a chimney stack."
Fudge,The Accidental Magic Reversal Department was dispatched immediately.
Fudge,She has been properly punctured and her memory modified.
Fudge,She will have no recollection of the incident whatsoever.
Fudge,So that's that and no harm done.
Fudge,Pea soup?
Harry,"No, thank you. Minister?"
Fudge,Yes?
Harry,I don't understand.
Fudge,Understand?
Harry,I broke the law. Underage wizards can't use magic at home.
Fudge,Come now Harry. The Ministry doesn't send people to Azkaban for blowing up their aunts.
Fudge,"On the other hand, running away like that, given the state of things was very, very irresponsible."
Harry,"The state of things, sir?"
Fudge,We have a killer on the loose.
Harry,"Sirius Black, you mean?"
Harry,But what's he got to do with me?
Fudge,"Nothing, of course. You're safe."
Fudge,And that's what matters.
Fudge,And tomorrow you'll be on your way back to Hogwarts.
Fudge,These are your new schoolbooks.
Fudge,I took the liberty of having them brought here.
Fudge,Now Tom will show you to your room.
Harry,Hedwig.
Fudge,"Oh, by the way, Harry. Whilst you're here, it would be best if you didn't wander."
Vendor,Right! You gonna move that bus or what?
Housekeeper,Housekeeping! I'll come back later.
Ron,"I'm warning you, Hermione."
Ron,"Keep that beast away from Scabbers, or I'll turn it into a tea cozy."
Hermione,"It's a cat, Ronald."
Hermione,What do you expect?
Hermione,It's in his nature.
Ron,A cat? Is that what they told you?
Ron,Looks like a pig with hair.
Hermione,That's rich coming from the owner of that smelly old shoe brush.
Hermione,"Crookshanks, just ignore the mean little boy."
Ron,Harry.
Hermione,Harry.
Harry,Egypt. What's it like?
Ron,"Brilliant. Loads of old stuff like mummies, tombs, even Scabbers enjoyed himself."
Hermione,Egyptians used to worship cats.
Ron,Along with the dung beetle.
George,Not flashing that clipping again?
Ron,I haven't shown anyone.
George,"No, not a soul."
Fred,Not unless you count Tom.
George,The day maid.
Fred,Night maid.
George,Cook.
Fred,The bloke who fixed the toilet.
Mrs. weasley,Harry.
Harry,Mrs. Weasley.
Mrs. weasley,"Good to see you, dear."
Harry,Good to see you too.
Mrs. weasley,Got everything?
Harry,Yes.
Mrs. weasley,Yes? All your books?
Harry,It's all upstairs.
Mrs. weasley,All of your clothes?
Harry,Everything.
Mrs. weasley,Good boy.
Harry,Thank you.
Mr. weasley,Harry Potter.
Harry,Mr. Weasley.
Mr. weasley,"Harry, wonder if I might have a word?"
Harry,"Yeah, sure."
Mr. weasley,Hermione.
Hermione,"Good morning, Mr. Weasley."
Mr. weasley,Looking forward to a new term?
Harry,Yeah. It should be great.
Mr. weasley,"Harry, some within the Ministry would strongly discourage me from divulging what I'm about to reveal to you."
Mr. weasley,But I think that you need to know the facts.
Mr. weasley,You are in danger.
Mr. weasley,Grave danger.
Harry,"Has this anything to do with Sirius Black, sir?"
Mr. weasley,"What do you know about Sirius Black, Harry?"
Harry,Only that he's escaped from Azkaban.
Mr. weasley,Do you know why?
Mr. weasley,"Thirteen years ago, when you stopped..."
Harry,Voldemort.
Mr. weasley,Don't say his name.
Harry,Sorry.
Mr. weasley,When you stopped You-Know-Who Black lost everything.
Mr. weasley,"But to this day, he still remains a faithful servant."
Mr. weasley,And in his mind you are the only thing that stands in the way of You-Know-Who returning to power.
Mr. weasley,And that is why he has escaped from Azkaban.
Mr. weasley,To find you.
Harry,And kill me.
Mr. weasley,"Harry, swear to me that whatever you might hear you won't go looking for Black."
Harry,Mr. Weasley why would I go looking for someone who wants to kill me?
Mrs. weasley,Quick. Quick.
Mrs. weasley,"Ron, Ron!"
Mrs. weasley,"Oh, for goodness' sake!"
Mrs. weasley,Don't lose him!
Harry,I didn't mean to blow her up. I just...I lost control.
Ron,Brilliant.
Hermione,"Honestly, Ron, it's not funny."
